emp_id,name,department,salary,join_date,status
51,Emp_51,IT,35250,2021-04-26,Active
52,Emp_52,Marketing,34406,2021-03-11,Active
53,Emp_53,Marketing,81684,2021-05-05,Active
54,Emp_54,IT,89302,2021-05-22,Active
55,Emp_55,HR,40890,2021-07-25,Active
56,Emp_56,IT,83296,2022-08-30,Active
57,Emp_57,HR,47394,2021-01-02,Active
58,Emp_58,Finance,61334,2021-10-25,Active
59,Emp_59,IT,32087,2021-05-06,Active
60,Emp_60,Finance,51207,2021-12-21,Active
61,Emp_61,Sales,33199,2022-09-26,Active
62,Emp_62,Sales,90786,2022-03-01,Active
63,Emp_63,HR,83131,2020-07-08,Active
64,Emp_64,Finance,90856,2021-12-21,Active
65,Emp_65,IT,39266,2021-01-29,Active
66,Emp_66,Finance,99588,2020-02-03,Active
67,Emp_67,Finance,85823,2022-02-09,Active
68,Emp_68,Finance,57151,2022-03-17,Active
69,Emp_69,IT,74000,2022-01-23,Active
70,Emp_70,IT,97467,2022-08-26,Active
71,Emp_71,Finance,36758,2020-04-23,Active
72,Emp_72,Sales,77918,2021-04-21,Active
73,Emp_73,Marketing,35357,2021-01-09,Active
74,Emp_74,Finance,52972,2021-10-25,Active
75,Emp_75,Marketing,38782,2021-07-28,Active
76,Emp_76,HR,48141,2020-12-08,Active
77,Emp_77,HR,44884,2021-10-26,Active
78,Emp_78,Sales,57498,2022-02-10,Active
79,Emp_79,HR,72003,2020-12-27,Active
80,Emp_80,Finance,96003,2021-11-27,Active
81,Emp_81,Sales,66325,2020-02-25,Active
82,Emp_82,IT,78865,2020-12-19,Active
83,Emp_83,Sales,93730,2021-05-28,Active
84,Emp_84,Marketing,46083,2021-04-26,Active
85,Emp_85,Marketing,99842,2022-07-10,Active
86,Emp_86,Finance,89241,2021-09-27,Active
87,Emp_87,Finance,38601,2020-07-11,Active
88,Emp_88,Sales,41443,2020-03-23,Active
89,Emp_89,Sales,53437,2020-10-22,Active
90,Emp_90,IT,44334,2020-06-17,Active
91,Emp_91,Finance,44683,2021-12-14,Active
92,Emp_92,HR,95054,2020-06-03,Active
93,Emp_93,HR,98247,2022-09-01,Active
94,Emp_94,IT,68426,2021-03-02,Active
95,Emp_95,Marketing,47305,2021-04-30,Active
96,Emp_96,Finance,85067,2021-03-30,Active
97,Emp_97,IT,68209,2020-07-12,Active
98,Emp_98,IT,32888,2022-06-11,Active
99,Emp_99,HR,98107,2021-10-22,Active
100,Emp_100,Finance,83961,2021-08-15,Active
