emp_id,name,department,salary,join_date,status
111,Emp_111,HR,77945,2020-07-05,Active
112,Emp_112,HR,63010,2020-06-14,Active
113,Emp_113,IT,49450,2020-02-12,Active
114,Emp_114,Sales,55794,2021-03-27,Active
115,Emp_115,HR,78453,2020-07-07,Active
116,Emp_116,Finance,34546,2021-11-12,Resigned
117,Emp_117,Marketing,75068,2020-05-31,Active
118,Emp_118,Marketing,88776,2021-07-06,Resigned
119,Emp_119,HR,107681,2020-11-04,Active
120,Emp_120,IT,36278,2021-02-18,Active
121,Emp_121,Sales,58326,2022-08-28,Active
122,Emp_122,Sales,85835,2020-06-08,Active
123,Emp_123,HR,96507,2020-12-05,Active
124,Emp_124,IT,100259,2022-07-06,Active
125,Emp_125,Marketing,51662,2022-03-29,Active
126,Emp_126,Sales,94727,2020-12-12,Active
127,Emp_127,IT,99044,2022-07-10,Active
128,Emp_128,HR,58039,2021-11-25,Active
129,Emp_129,IT,45319,2020-11-11,Active
130,Emp_130,Marketing,90935,2021-09-24,Active
131,Emp_131,HR,96102,2020-12-31,Active
132,Emp_132,IT,72777,2020-02-26,Active
133,Emp_133,IT,59190,2021-08-20,Active
134,Emp_134,HR,63813,2022-03-11,Active
135,Emp_135,IT,55652,2020-01-24,Active
136,Emp_136,HR,88387,2021-11-24,Active
137,Emp_137,IT,97081,2021-02-07,Active
138,Emp_138,Finance,94286,2020-11-21,Active
139,Emp_139,IT,97050,2022-08-24,Active
140,Emp_140,Finance,77325,2021-02-11,Active
141,Emp_141,Marketing,88934,2021-01-13,Active
142,Emp_142,Sales,78867,2020-01-13,Active
143,Emp_143,IT,84425,2020-12-25,Active
144,Emp_144,Marketing,88402,2022-06-14,Active
145,Emp_145,Marketing,70263,2020-08-08,Active
146,Emp_146,Sales,89343,2022-04-02,Active
147,Emp_147,Finance,67831,2020-06-16,Active
148,Emp_148,Sales,92140,2020-05-22,Active
149,Emp_149,Marketing,41282,2020-05-27,Active
150,Emp_150,HR,77591,2021-05-01,Resigned
151,Emp_151,Marketing,73963,2020-03-08,Active
152,Emp_152,Marketing,106012,2020-03-31,Active
153,Emp_153,Sales,83668,2021-10-16,Resigned
154,Emp_154,Finance,90172,2020-06-28,Active
155,Emp_155,Marketing,98399,2021-12-28,Resigned
156,Emp_156,HR,56877,2020-07-23,Resigned
157,Emp_157,HR,80039,2020-10-23,Active
158,Emp_158,Sales,94302,2020-02-13,Active
159,Emp_159,Sales,69834,2021-05-20,Active
160,Emp_160,Marketing,96069,2020-08-17,Resigned
161,Emp_161,IT,38191,2020-06-06,Active
162,Emp_162,Finance,72915,2022-09-05,Active
163,Emp_163,Marketing,46276,2021-10-31,Active
164,Emp_164,Finance,99216,2020-07-02,Active
165,Emp_165,Sales,62079,2020-01-30,Active
