emp_id,name,department,salary,join_date,status
53,Emp_53,Sales,84091,2021-05-05,Active
54,Emp_54,IT,89302,2021-05-22,Active
55,Emp_55,HR,40890,2021-07-25,Active
56,Emp_56,IT,83296,2022-08-30,Active
57,Emp_57,HR,47394,2021-01-02,Active
58,Emp_58,Finance,61334,2021-10-25,Active
59,Emp_59,IT,34330,2021-05-06,Active
60,Emp_60,Finance,51207,2021-12-21,Active
61,Emp_61,Sales,33199,2022-09-26,Active
62,Emp_62,Sales,90786,2022-03-01,Active
63,Emp_63,HR,86691,2020-07-08,Active
64,Emp_64,Finance,95990,2021-12-21,Active
65,Emp_65,HR,39266,2021-01-29,Active
66,Emp_66,Marketing,99588,2020-02-03,Active
67,Emp_67,Finance,94573,2022-02-09,Active
68,Emp_68,HR,57151,2022-03-17,Active
69,Emp_69,IT,74000,2022-01-23,Active
70,Emp_70,IT,104106,2022-08-26,Active
71,Emp_71,Finance,36758,2020-04-23,Active
72,Emp_72,Marketing,84978,2021-04-21,Active
73,Emp_73,Marketing,35357,2021-01-09,Active
74,Emp_74,Marketing,52972,2021-10-25,Active
75,Emp_75,Marketing,38782,2021-07-28,Resigned
76,Emp_76,HR,48141,2020-12-08,Active
77,Emp_77,Sales,44884,2021-10-26,Active
78,Emp_78,Sales,65341,2022-02-10,Active
79,Emp_79,HR,72003,2020-12-27,Active
80,Emp_80,IT,96003,2021-11-27,Active
81,Emp_81,Sales,66325,2020-02-25,Active
82,Emp_82,IT,85425,2020-12-19,Active
83,Emp_83,HR,93730,2021-05-28,Active
84,Emp_84,HR,46083,2021-04-26,Active
85,Emp_85,Sales,99842,2022-07-10,Active
86,Emp_86,Finance,89241,2021-09-27,Active
87,Emp_87,Finance,38601,2020-07-11,Active
88,Emp_88,Marketing,41443,2020-03-23,Active
89,Emp_89,Sales,59587,2020-10-22,Active
90,Emp_90,IT,44334,2020-06-17,Active
91,Emp_91,Finance,54613,2021-12-14,Active
92,Emp_92,HR,95054,2020-06-03,Active
93,Emp_93,Finance,102379,2022-09-01,Active
94,Emp_94,IT,74552,2021-03-02,Active
95,Emp_95,Marketing,47305,2021-04-30,Active
96,Emp_96,Finance,85067,2021-03-30,Active
97,Emp_97,Marketing,77065,2020-07-12,Active
98,Emp_98,Finance,32888,2022-06-11,Active
99,Emp_99,HR,98107,2021-10-22,Active
100,Emp_100,IT,83961,2021-08-15,Active
101,Emp_101,Finance,78858,2021-05-12,Active
102,Emp_102,Finance,99489,2022-05-12,Active
103,Emp_103,Sales,88360,2021-04-13,Active
104,Emp_104,Marketing,47295,2022-07-08,Active
105,Emp_105,Marketing,56537,2022-03-19,Active
