emp_id,name,department,salary,join_date,status
158,Emp_158,Sales,94302,2020-02-13,Active
159,Emp_159,Marketing,69834,2021-05-20,Active
160,Emp_160,Marketing,96069,2020-08-17,Active
161,Emp_161,IT,38191,2020-06-06,Active
162,Emp_162,Finance,72915,2022-09-05,Active
163,Emp_163,Marketing,46276,2021-10-31,Active
164,Emp_164,Finance,99216,2020-07-02,Active
165,Emp_165,Sales,62079,2020-01-30,Active
166,Emp_166,IT,66335,2021-05-19,Active
167,Emp_167,IT,77416,2021-08-18,Resigned
168,Emp_168,Sales,87156,2022-06-08,Active
169,Emp_169,Finance,101256,2022-09-24,Active
170,Emp_170,HR,78916,2021-06-08,Resigned
171,Emp_171,Sales,32299,2022-05-15,Active
172,Emp_172,Finance,58649,2021-08-18,Active
173,Emp_173,IT,66056,2020-11-23,Active
174,Emp_174,Sales,47759,2020-12-31,Active
175,Emp_175,HR,36932,2020-10-06,Active
176,Emp_176,Sales,84986,2021-10-13,Active
177,Emp_177,Finance,36385,2020-10-23,Resigned
178,Emp_178,Marketing,99417,2021-10-16,Active
179,Emp_179,IT,104958,2020-07-17,Active
180,Emp_180,HR,42387,2021-09-05,Active
181,Emp_181,HR,72284,2022-06-12,Active
182,Emp_182,Finance,69462,2020-10-04,Active
183,Emp_183,Finance,46494,2021-07-01,Active
184,Emp_184,Marketing,76088,2022-04-23,Active
185,Emp_185,HR,31690,2020-05-20,Active
186,Emp_186,Sales,66885,2021-01-16,Active
187,Emp_187,Sales,84000,2020-12-14,Active
188,Emp_188,Finance,50337,2020-08-11,Active
189,Emp_189,Marketing,95979,2020-08-14,Active
190,Emp_190,Finance,98898,2022-05-16,Active
191,Emp_191,Marketing,44937,2021-03-03,Active
192,Emp_192,Sales,49676,2020-04-29,Active
193,Emp_193,HR,32277,2021-05-06,Active
194,Emp_194,Finance,79743,2021-12-08,Active
195,Emp_195,Finance,51973,2022-04-16,Resigned
196,Emp_196,Sales,98566,2022-02-20,Active
197,Emp_197,Finance,52571,2021-12-27,Active
198,Emp_198,Finance,33769,2022-02-01,Active
199,Emp_199,IT,59144,2020-05-11,Active
200,Emp_200,Finance,59697,2020-11-10,Active
201,Emp_201,HR,69494,2026-04-19,Active
202,Emp_202,HR,63760,2026-04-19,Active
203,Emp_203,IT,46144,2026-04-19,Active
204,Emp_204,HR,39496,2026-04-19,Active
205,Emp_205,HR,61144,2026-04-19,Active
206,Emp_206,HR,37646,2026-04-19,Active
207,Emp_207,IT,41254,2026-04-19,Active
208,Emp_208,Finance,61268,2026-04-19,Active
209,Emp_209,HR,75338,2026-04-19,Active
210,Emp_210,HR,73104,2026-04-19,Active
