emp_id,name,department,salary,join_date,status
1,Emp_1,Marketing,46632,2020-07-30,Active
2,Emp_2,Finance,65513,2021-06-19,Active
3,Emp_3,Sales,93010,2020-09-01,Active
4,Emp_4,HR,41067,2021-09-02,Active
5,Emp_5,HR,95521,2021-09-18,Active
6,Emp_6,IT,69478,2020-12-22,Active
7,Emp_7,Sales,30599,2021-07-25,Active
8,Emp_8,HR,63016,2020-04-30,Active
9,Emp_9,Marketing,52440,2021-09-25,Active
10,Emp_10,HR,96524,2020-08-12,Active
11,Emp_11,Sales,57277,2020-10-10,Active
12,Emp_12,IT,55391,2020-04-25,Active
13,Emp_13,HR,101722,2021-05-24,Active
14,Emp_14,HR,50940,2021-11-17,Active
15,Emp_15,IT,42682,2021-10-22,Active
16,Emp_16,Finance,67363,2020-08-02,Active
17,Emp_17,Sales,71787,2020-12-08,Active
18,Emp_18,Sales,89394,2020-02-14,Active
19,Emp_19,IT,36875,2022-08-05,Active
20,Emp_20,Marketing,58391,2020-06-10,Active
21,Emp_21,IT,93577,2021-06-11,Active
22,Emp_22,IT,39287,2022-07-05,Active
23,Emp_23,HR,88303,2021-08-29,Active
24,Emp_24,Marketing,78786,2021-03-05,Active
25,Emp_25,Finance,72688,2020-08-23,Active
26,Emp_26,IT,72746,2020-08-21,Active
27,Emp_27,IT,61079,2022-01-25,Active
28,Emp_28,Sales,56208,2021-01-19,Active
29,Emp_29,HR,39637,2021-04-27,Active
30,Emp_30,Marketing,93492,2020-02-25,Active
31,Emp_31,Sales,48997,2020-08-09,Active
32,Emp_32,Marketing,96173,2020-07-01,Active
33,Emp_33,Sales,78953,2020-05-19,Active
34,Emp_34,Sales,55448,2021-10-09,Active
35,Emp_35,Finance,65349,2020-07-26,Active
36,Emp_36,Finance,46673,2020-02-02,Active
37,Emp_37,HR,37818,2020-10-14,Active
38,Emp_38,HR,44563,2022-05-22,Active
39,Emp_39,Sales,90106,2021-03-04,Active
40,Emp_40,HR,75033,2020-08-13,Active
41,Emp_41,Finance,50550,2022-03-19,Active
42,Emp_42,Marketing,52273,2021-08-14,Active
43,Emp_43,Marketing,65341,2020-03-29,Active
44,Emp_44,Sales,98389,2021-05-15,Active
45,Emp_45,HR,92061,2022-05-07,Active
46,Emp_46,Sales,69121,2020-01-15,Active
47,Emp_47,HR,62329,2020-09-10,Active
48,Emp_48,HR,86917,2021-08-16,Active
49,Emp_49,HR,49525,2022-07-24,Active
50,Emp_50,Marketing,30665,2021-03-03,Active
51,Emp_51,Marketing,35250,2021-04-26,Active
