emp_id,name,department,salary,join_date,status
51,Emp_51,IT,35250,2021-04-26,ACTIVE
52,Emp_52,MARKETING,34406,2021-03-11,ACTIVE
53,Emp_53,MARKETING,81684,2021-05-05,ACTIVE
54,Emp_54,IT,89302,2021-05-22,ACTIVE
55,Emp_55,HR,40890,2021-07-25,ACTIVE
56,Emp_56,IT,83296,2022-08-30,ACTIVE
57,Emp_57,HR,47394,2021-01-02,ACTIVE
58,Emp_58,FINANCE,61334,2021-10-25,ACTIVE
59,Emp_59,IT,32087,2021-05-06,ACTIVE
60,Emp_60,FINANCE,51207,2021-12-21,ACTIVE
61,Emp_61,SALES,33199,2022-09-26,ACTIVE
62,Emp_62,SALES,90786,2022-03-01,ACTIVE
63,Emp_63,HR,83131,2020-07-08,ACTIVE
64,Emp_64,FINANCE,90856,2021-12-21,ACTIVE
65,Emp_65,IT,39266,2021-01-29,ACTIVE
66,Emp_66,FINANCE,99588,2020-02-03,ACTIVE
67,Emp_67,FINANCE,85823,2022-02-09,ACTIVE
68,Emp_68,FINANCE,57151,2022-03-17,ACTIVE
69,Emp_69,IT,74000,2022-01-23,ACTIVE
70,Emp_70,IT,97467,2022-08-26,ACTIVE
71,Emp_71,FINANCE,36758,2020-04-23,ACTIVE
72,Emp_72,SALES,77918,2021-04-21,ACTIVE
73,Emp_73,MARKETING,35357,2021-01-09,ACTIVE
74,Emp_74,FINANCE,52972,2021-10-25,ACTIVE
75,Emp_75,MARKETING,38782,2021-07-28,ACTIVE
76,Emp_76,HR,48141,2020-12-08,ACTIVE
77,Emp_77,HR,44884,2021-10-26,ACTIVE
78,Emp_78,SALES,57498,2022-02-10,ACTIVE
79,Emp_79,HR,72003,2020-12-27,ACTIVE
80,Emp_80,FINANCE,96003,2021-11-27,ACTIVE
81,Emp_81,SALES,66325,2020-02-25,ACTIVE
82,Emp_82,IT,78865,2020-12-19,ACTIVE
83,Emp_83,SALES,93730,2021-05-28,ACTIVE
84,Emp_84,MARKETING,46083,2021-04-26,ACTIVE
85,Emp_85,MARKETING,99842,2022-07-10,ACTIVE
86,Emp_86,FINANCE,89241,2021-09-27,ACTIVE
87,Emp_87,FINANCE,38601,2020-07-11,ACTIVE
88,Emp_88,SALES,41443,2020-03-23,ACTIVE
89,Emp_89,SALES,53437,2020-10-22,ACTIVE
90,Emp_90,IT,44334,2020-06-17,ACTIVE
91,Emp_91,FINANCE,44683,2021-12-14,ACTIVE
92,Emp_92,HR,95054,2020-06-03,ACTIVE
93,Emp_93,HR,98247,2022-09-01,ACTIVE
94,Emp_94,IT,68426,2021-03-02,ACTIVE
95,Emp_95,MARKETING,47305,2021-04-30,ACTIVE
96,Emp_96,FINANCE,85067,2021-03-30,ACTIVE
97,Emp_97,IT,68209,2020-07-12,ACTIVE
98,Emp_98,IT,32888,2022-06-11,ACTIVE
99,Emp_99,HR,98107,2021-10-22,ACTIVE
100,Emp_100,FINANCE,83961,2021-08-15,ACTIVE
