emp_id,name,department,salary,join_date,status
1,Emp_1,SALES,46632,2020-07-30,ACTIVE
2,Emp_2,HR,65513,2021-06-19,ACTIVE
3,Emp_3,SALES,84005,2020-09-01,ACTIVE
4,Emp_4,HR,34931,2021-09-02,ACTIVE
5,Emp_5,HR,95521,2021-09-18,ACTIVE
6,Emp_6,IT,69478,2020-12-22,ACTIVE
7,Emp_7,SALES,30599,2021-07-25,ACTIVE
8,Emp_8,HR,55153,2020-04-30,ACTIVE
9,Emp_9,MARKETING,42541,2021-09-25,ACTIVE
10,Emp_10,FINANCE,96524,2020-08-12,ACTIVE
11,Emp_11,SALES,57277,2020-10-10,ACTIVE
12,Emp_12,IT,55391,2020-04-25,ACTIVE
13,Emp_13,HR,92182,2021-05-24,ACTIVE
14,Emp_14,HR,50940,2021-11-17,ACTIVE
15,Emp_15,IT,37081,2021-10-22,ACTIVE
16,Emp_16,FINANCE,67363,2020-08-02,ACTIVE
17,Emp_17,SALES,62949,2020-12-08,ACTIVE
18,Emp_18,MARKETING,89394,2020-02-14,ACTIVE
19,Emp_19,IT,36875,2022-08-05,ACTIVE
20,Emp_20,MARKETING,53053,2020-06-10,ACTIVE
21,Emp_21,IT,93577,2021-06-11,ACTIVE
22,Emp_22,IT,39287,2022-07-05,ACTIVE
23,Emp_23,HR,88303,2021-08-29,ACTIVE
24,Emp_24,MARKETING,72725,2021-03-05,ACTIVE
25,Emp_25,HR,72688,2020-08-23,ACTIVE
26,Emp_26,IT,72746,2020-08-21,ACTIVE
27,Emp_27,IT,61079,2022-01-25,ACTIVE
28,Emp_28,SALES,56208,2021-01-19,ACTIVE
29,Emp_29,HR,39637,2021-04-27,ACTIVE
30,Emp_30,MARKETING,93492,2020-02-25,ACTIVE
31,Emp_31,SALES,48997,2020-08-09,ACTIVE
32,Emp_32,MARKETING,89636,2020-07-01,ACTIVE
33,Emp_33,SALES,78953,2020-05-19,ACTIVE
34,Emp_34,SALES,55448,2021-10-09,ACTIVE
35,Emp_35,FINANCE,65349,2020-07-26,ACTIVE
36,Emp_36,FINANCE,46673,2020-02-02,ACTIVE
37,Emp_37,MARKETING,37818,2020-10-14,ACTIVE
38,Emp_38,HR,44563,2022-05-22,ACTIVE
39,Emp_39,SALES,90106,2021-03-04,ACTIVE
40,Emp_40,HR,75033,2020-08-13,ACTIVE
41,Emp_41,FINANCE,50550,2022-03-19,ACTIVE
42,Emp_42,MARKETING,52273,2021-08-14,ACTIVE
43,Emp_43,MARKETING,60107,2020-03-29,ACTIVE
44,Emp_44,SALES,98389,2021-05-15,ACTIVE
45,Emp_45,HR,92061,2022-05-07,ACTIVE
46,Emp_46,SALES,66591,2020-01-15,ACTIVE
47,Emp_47,SALES,62329,2020-09-10,ACTIVE
48,Emp_48,FINANCE,86917,2021-08-16,ACTIVE
49,Emp_49,HR,49525,2022-07-24,ACTIVE
50,Emp_50,MARKETING,30665,2021-03-03,ACTIVE
